Cultural,Adventurous,Relaxing,Foodie,Nightlife,Shopping,Romantic,Nature,Text
0,0,1,0,0,0,0,0,"Located on Granary Square (arguably a quiet spot unto itself), it offers a polar opposite experience to the sprawl and stress around the station."
0,0,1,0,0,0,0,1,"If you find nature and beautifully manicured shrubbery particularly relaxing, The Huntington Library & Gardens is your perfect sanctuary."
0,0,1,0,0,0,0,0,"You can stay there from day to night, and actively relax in its intimate urban oasis."
0,0,1,0,0,0,0,0,Sitting along The Strand and watching the sun go down is one of my favorite ways to relax. 
0,0,1,0,0,0,0,0,Relax as the locals do – visit an onsen or hot spring and spend an hour soothing your tensions away.
0,0,1,0,0,0,0,0,"The Island is literally the most secluded beach spot in Dubai and the comfy loungers, gentle breeze and, well, not much else really, make it an ideal retreat for solitude hunters."
0,0,1,0,0,0,0,0,"With low humming music, a vibrating bed, mood-enhancing light show and relaxing aromas, it can induce a sense of calm in even the most agitated of souls."
0,0,1,0,0,0,0,0,Luxury resort Al Maha is surrounded on all sides by mile after mile of empty sand dunes and that adds to the solitude and refined luxury of Timeless Spa.
0,0,1,0,0,0,0,0,A pampering session at a spa combined with a lazy afternoon tea is the perfect combination of relaxing activities as far as we’re concerned. 
0,0,1,0,0,0,0,0,"You’ll be wrapped in an “anti-stress cocoon” and the multisensory experience promises to leave you feeling calm, relaxed and thoroughly invigorated."
0,0,1,0,0,0,0,1,"Spend a chilled day wandering around the London Wetland Centre in Barnes, exploring 100 acres of lakes, ponds and gardens, spotting birds and pretending you're deep in the English countryside."
0,0,1,0,0,0,0,0,"For a truly lazy day, you could always opt for a trip on the UK's first Solarshuttle, a magnificent machine which glides silently across London's most beautiful central lake, powered only by the sun."
0,0,1,0,0,0,0,0,Head south-east for a day of quiet contemplation and exploring in Southwark.
0,0,1,0,0,0,0,1,"It's impossible to feel anything but relaxed when you meet the doe-eyed, supremely dignified llamas and alpacas, and the happy horses at Mudchute City Farm."
0,0,1,0,0,0,0,1,"Beyond swimming, Hyde Park is an idyllic place to go for a stroll through gardens."
0,0,1,0,0,0,0,1,Regent’s Park is yet another royal park that is a great option if you’re looking for a relaxing activity.
0,0,1,0,0,0,0,0,Can you think of anything more relaxing than cruising down the River Thames?
0,0,1,0,0,0,0,0,"For a leisurely stroll and relaxing time, the London Zoo is the ideal place to visit."
0,0,1,0,0,0,0,0,"In some zones, it’s almost a zen-like experience with music playing in the background while sea creatures swim by peacefully in their habitats."
0,0,1,0,0,0,0,1,This peaceful trail runs for approximately 2.9 miles and is a haven from the busy London streets.
0,0,1,0,0,0,0,1,Step into a secret world and discover 45 green acres where the history of Bristol is told in a leafy and tranquil setting.
0,0,1,0,0,0,0,1,Take a stroll to enjoy the overgrown shrubbery and spot the sculptures lurking in the leaves.
0,0,1,0,0,0,0,0,"There’s something very peaceful about watching ferries, cruise ships and shipping containers slowly making their way across the Channel."
0,0,1,0,0,0,0,1,"Indulge in the oasis of nature that is Gardens by the Bay, or simply take a relaxing stroll by the water."
0,0,1,0,0,0,0,0,"Soak in the mineral-rich, warm waters of their onsen (hot spring) baths, which are said to have detoxifying and healing qualities."
0,0,1,0,0,0,0,0, Couple that with a herbal compress to relax the nerves and nourish the skin. 
0,0,1,0,0,0,0,0,"When you’re completely engrossed in an action like drawing, you can reach a near meditative state called “flow.”"
0,0,1,0,0,0,0,0,An incredibly relaxing experience that can allow you to free your mind and reduce anxiety and stress.
0,0,1,0,0,0,0,0,The gentle movements of Tai Chi are said to calm the mind and relax the body.
0,0,1,0,0,0,0,0,"You can also enjoy free flow hot drinks, aromatherapy and soothing music in this relaxing environment as you create your own masterpiece."
0,0,1,0,0,0,0,0,"With all the things to do in Kuala Lumpur to keep you busy, you are also going to need to give yourself some time to relax."
0,0,1,0,0,0,0,1,"This tangled patch of hilly, rocky terrain in the heart of the park manages to remain blissfully quiet and crowd-free."
0,0,1,0,0,0,0,1,"As you stroll along the twisting trails and catch glimpses of the park’s sparkling lake, it’s easy to forget you’re not in the depths of a remote forest with this quiet park setting in NYC."
0,0,1,0,0,0,0,1,"You can wander through quiet halls, stroll through the decorative gardens, and hike the park’s peaceful trails, stopping to admire sprawling views of the sparkling Hudson River below your perch."
0,0,1,0,0,0,0,0,"Kitties roam free at a cat cafe, and patrons rent slots of time — from 30 minutes to 5 hours — which they can spend cuddling and relaxing with the little furballs."
0,0,1,0,0,0,0,1,"The Brooklyn Botanical Gardens offers a welcome, soul-soothing respite."
0,0,1,0,0,0,0,1,The park’s paths wind through an idyllic landscape chock full of unique plants and flowers. 
0,0,1,0,0,0,0,1,Wander to the Japanese Pond with a book and set up quiet camp for an afternoon.
0,0,1,0,0,0,0,1,"The vibrant colors, the sweet, floral smells and the peaceful quiet of the gardens make visiting this place an experience that engages the senses. "
0,0,1,0,0,0,0,1,Visiting the garden feels like being transported out of the city—and even the current time period—entirely
0,0,1,0,0,0,0,1,"This Bronx oasis is sectioned into 50 unique gardens, including the new azalea area and a sublime lilac collection."
0,0,1,0,0,0,0,1,"Take a load off at the recently opened Muscota Marsh, a new green space with views of the Shorakapok Preserve and the Henry Hudson Bridge."
0,0,1,0,0,0,0,0,"Ostensibly a memorial to President Franklin D. Roosevelt, the space is also a peaceful albeit small refuge."
0,0,1,0,0,0,0,1,"Stare contemplatively at the Hudson River from underneath an Italian pergola, wander through a dense forest, or veg out among a bed of spring blooms."
0,0,1,0,0,0,0,0," But even with the grave seekers, you’ll have no trouble finding a tranquil place to pull up a patch of grass."
0,0,1,0,0,0,0,1,"Grab a bench at this walled-off oasis, which feels like a magical country garden dropped into the middle of a bustling city."
0,0,1,0,0,0,0,0,"For the ultimate spa day, treat yourself to the Honored Time program, a seven-and-a-half-hour experience designed to rejuvenate your body and restore your energy."
0,0,1,0,0,0,0,1,Head up to the cliffs of to visit one of the city’s most remarkable hideaways and best places to relax and unwind.
0,0,0,1,0,0,0,0,"A perennial favorite among food-lovers staying in central Singapore, the chicken at this decades-old stalwart is sufficiently succulent, the rice fragrant yet not too oily, the ginger dip addictive, and the chili sauce well balanced."
0,0,0,1,0,0,0,0,Your dinner starts out on the first floor of the three-storey shophouse along trendy Bukit Pasoh with snacks that have been perfected in the kitchen of Sweden’s first three-Michelin-starred restaurant.
0,0,0,1,0,0,0,0,"They go towards making stunning plates like beautifully cooked marron interjected with puffed Koshihikari rice, Yukimuro snow-aged wagyu covered with ramson, pickled baby pine cones flown in from Russia and the most incredibly balanced dessert of sea buckthorn sorbet served paired with oolong mousse and match meringue."
0,0,0,1,0,0,0,0,"Choose your ingredients, and wait for your plate to return with deep-fried stuff drenched in gooey mushroom-meat sauce."
0,0,0,1,0,0,0,0,"You can now have a taste of chef Chan Hon Meng's Michelin-winning dishes at his new quick-service restaurant, Hawker Chan."
0,0,0,1,0,0,0,0,"Each bowl of nourishing soup comes swimming with vermicelli and slices of pork, kidney, and liver."
0,0,0,1,0,0,0,0,There is a distinctly Asian flavour in the variety of sandwiches that draws its inspiration from the traditional Vietnamese banh mi – and selections like The Trad (chicken ham and pate with pickled vegetables) are a testament to the classic.
0,0,0,1,0,0,0,0,"It might cost a tad more than a standard bowl at any coffee shop but take a bite of the torched char siew, springy egg noodles, tender pork belly, and famous peppery boiled wontons (the recipe has a five-decade legacy) before you make your judgement."
0,0,0,1,0,0,0,0,The queue at this nasi padang restaurant stretches out the door even before lunchtime hits.
0,0,0,1,0,0,0,0,"Inspired by the cuisine of Basque Country, where meats are grilled over hot coals and stews are rustic and hearty – he elevates these homey dishes with techniques he’s learnt cooking at some of the top restaurants in the world."
0,0,0,1,0,0,0,0,"Chef-owner Shigeru Koizumi prepares Kappo-style cuisine with utmost precision, bringing together his experience cooking at three-Michelin-starred Nihonryori Ryugin in Tokyo and Singapore’s very own two-Michelin-starred Odette."
0,0,0,1,0,0,0,0,Expect deftly prepared dishes that use uncommon ingredients like wild rice stem and kanzuri to create flavour combinations that are all at once familiar and novel.
0,0,0,1,0,0,0,0,"The steak topped with bone marrow and burnt onion is something you'll find on every table, but to leave without chowing down on Burnt End's legendary sanger burger would be a travesty."
0,0,0,1,0,0,0,0,Satisfy your sweet tooth at Traditional Haig Road Putu Piring.
0,0,0,1,0,0,0,0,Savour the flavour of nasi padang at Hjh Maimunah.
0,0,0,1,0,0,0,0,"Sample the 30 different varieties of mooncakes available, ranging from the typical Cantonese bakes to those that follow traditional Teochew recipes."
0,0,0,1,0,0,0,0,Bite into its flaky croissants and freshly baked sourdough loaves.
0,0,0,1,0,0,0,0,"Feast on chilli crab that is sweet, savoury, tangy and spicy all in one bite and is best mopped up with deep-fried mantou (bun)."
0,0,0,1,0,0,0,0,"Top of the hit list is the Thai spiced rice salad – a crunchy, chewy tumble of rice clusters (think wet, savoury granola) muddled with whispers of scallions, fresh coriander leaves, slivers of red onion, ginger and creamy whole cashews."
0,0,0,1,0,0,0,0,"Expect a bold, thrilling menu highlighting the revved-up flavours of modern Jerusalem and beyond – including a truly memorable Moroccan fennel salad with a yoghurty harissa dressing. "
0,0,0,1,0,0,0,0,"This buzzy semi-industrial eatery has a day-to-night vibe that suits all comers and all occasions, from breezy business lunches to dinner dates with drinks."
0,0,0,1,0,0,0,0,"This Ethiopian cafe bashes out hearty vegan food in a friendly, no-frills setting."
0,0,0,1,0,0,0,0,"Camera-wielding gastro geeks still line Lexington Street hoping to hashtag London’s finest bao, and there’s always a queue outside this iconic no-bookings eatery – your best bet is a late dinner."
0,0,0,1,0,0,0,0,"Good calls for cheap eating include donburi rice bowls, tonkatsu, curries and slippery soba noodles with dashi dipping sauce, but it’s worth holding back some cash for the authentic Japanese patisserie."
0,0,0,1,0,0,0,0,"If you want to eat dinner for under a tenner, stay with the meze or filled pittas – perhaps lamb kofte, lamb shawarma, chicken thighs or cauliflower, piled with pickles, herbs and tahini (plus some Yemenite Dynamite hot sauce for extra oomph)"
0,0,0,1,0,0,0,0,"Budget-conscious punters should go for rib-sticking renditions of the eponymous bibimbap: a warming layered dish of rice, spiced vegetables and meat, topped with a fried egg and served in a hot stone bowl."
0,0,0,1,0,0,0,0,"There are pig buns, fish buns, custard buns and more, but do order some small dishes too (curry fish balls, chilli tripe or glass noodle salad, say) and bulk things out with a rice pot of beef brisket."
0,0,0,1,0,0,0,0,"Angela Hartnett’s tiny Pastificio is part café-deli, part wine store and part ‘pasta factory’."
0,0,0,1,0,0,0,0,"The huge menu can be intimidating – so stick to Cantonese dishes for the best results, and note that seafood is a particular strength."
0,0,0,1,0,0,0,0,"Still, Café TPT manages to deliver its flavour-packed pan-Chinese bonanza with commendable aplomb "
0,0,0,1,0,0,0,0,Oozing cheese sandwiches and messy riffs on raclette are the main contenders in the food stakes.
0,0,0,1,0,0,0,0,"The ‘Straight Up Chik’n’ (a crisp-battered chook fillet topped with herb mayo and pickle) is a useful standby, but there are more fancy riffs too."
0,0,0,1,0,0,0,0,"Expect affordably priced bowls of vegan rainbow goodness, crammed full of vegetables, tofu or fake chicken – try the jerk combo on brown rice, the udon noodle bowl with char siu ‘crumbles’ or the ‘full English’ with scrambled tofu ‘egg’ etc."
0,0,0,1,0,0,0,0,Having a “banana leaf” lunch is a unique and enjoyable experience in Kuala Lumpur.
0,0,0,1,0,0,0,0,"The casual restaurant is spacious and well-ventilated, ideal for a hot curry lunch."
0,0,0,1,0,0,0,0,"For a truly local breakfast, brunch or lunch we always take our friends to this kopitiam (casual local coffee shop with a collection of food hawkers) in Lucky Gardens. "
0,0,0,1,0,0,0,0,"Refuel (your stomachs, that is) at Joie by Dozo, a rooftop restaurant that showcases Japanese and European culinary methods and presentation, serving up innovative dishes using unconventional ingredients."
0,0,0,1,0,0,0,0,The combination is delicious and warming – the ultimate comfort food.
0,0,0,1,0,0,0,0,"The city’s food establishments are as basic as they come, serving food bursting with flavours in a zero-frills setting. "
0,0,0,1,0,0,0,0,"A glass of Bordeaux from the extensive wine menu will start you off, before you move on to dishes such as the duck head pâté, ox tongue and flank."
0,0,0,1,0,0,0,0,"Albert serves meltingly tender cuts of beef, such as brisket, tendon and honeycomb tripe in a beefy broth over rice noodles – the barest sprinkling of pepper and sliced spring onions complete each bowl."
0,0,0,1,0,0,0,0,"The intimate, wood-panelled restaurant is refined, and serves courses of seasonal Japanese produce, from Hokkaido scallops to swordfish, flounder, big-eyed snapper, sea urchin and the sweetest prawns, in a multi-course meal of the chef’s choosing, featuring appetisers, sashimi, sushi and hot and cold dishes."
0,0,0,1,0,0,0,0,"Maybe it’s the freshness of the fish, the spicy marinade or the precision with which they’re grilled to create a charred, crispy exterior while the flesh remains moist and flaky; whatever it is, this is the ikan bakar worthy of going the extra mile for (in this case, going up Bukit Petaling at lunch time)."
